"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2000","126.96","126.34","128.74","130.83","133.06","136.34","137.15","137.77","139.13","140.54","140.29","141.52","131.04","134.97","137.83","124.82"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2001","142.40","143.52","145.54","147.55","150.36","152.82","154.69","156.29","156.90","157.39","157.32","158.76","147.26","152.60","154.32","140.84"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2002","159.53","160.83","162.08","166.08","168.31","172.21","175.54","175.80","177.34","178.54","179.34","179.33","165.35","172.18","175.04","157.34"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2003","180.29","180.55","182.65","186.31","187.52","190.71","191.78","193.31","196.67","197.16","198.30","199.20","184.17","189.35","193.61","177.42"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2004","199.21","200.04","203.14","206.56","209.20","213.49","215.82","216.44","218.81","219.19","217.91","219.06","205.21","211.70","213.81","196.30"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2005","219.89","222.08","225.06","227.56","230.97","231.37","233.62","233.53","235.14","233.90","233.62","230.17","224.81","228.54","227.33","217.59"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2006","230.32","230.69","233.09","233.21","234.41","234.60","233.40","232.24","230.55","229.23","228.59","226.33","228.52","226.35","222.75","226.17"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2007","226.11","224.74","228.99","229.73","230.80","229.35","228.30","228.25","225.55","224.39","221.94","220.98","224.38","222.13","217.08","221.46"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2008","218.48","219.21","218.39","217.85","216.14","216.75","214.72","212.81","210.62","211.18","207.03","205.86","211.57","207.53","202.84","213.15"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2009","206.94","210.36","208.24","209.32","207.05","208.48","207.75","205.99","205.77","205.94","204.74","204.08","202.59","200.84","198.98","203.09"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2010","201.28","199.51","201.84","201.31","204.55","205.10","203.77","204.23","201.55","202.36","200.84","198.61","197.79","197.05","194.58","195.51"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2011","198.97","193.59","192.57","196.88","197.72","199.59","197.81","196.76","197.10","196.17","195.80","195.43","192.12","191.31","190.14","189.31"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2012","192.01","191.63","192.60","192.39","196.72","198.32","197.72","198.45","197.12","195.93","197.67","197.19","190.00","191.39","190.48","186.20"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2013","195.47","195.48","199.35","199.00","204.21","205.83","207.06","206.63","203.89","203.15","202.80","201.22","196.83","199.21","195.87","190.50"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2014","201.89","199.67","205.18","203.88","210.04","211.66","212.20","211.62","209.47","208.15","208.27","206.28","202.16","204.14","200.46","196.03"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2015","205.69","208.13","210.14","211.53","215.72","219.59","218.69","217.74","215.71","215.13","214.73","215.26","209.14","210.08","207.73","201.27"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2016","216.13","212.82","216.34","220.49","222.75","225.41","225.84","225.86","226.38","224.90","226.31","224.85","215.25","217.88","217.16","208.07"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2017","225.49","224.49","229.32","232.52","234.47","237.82","239.02","238.70","238.01","237.56","237.51","237.03","226.76","229.92","228.81","218.63"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2018","237.24","239.91","240.35","243.20","247.68","249.92","249.95","250.59","249.24","249.97","248.70","248.71","238.36","240.73","239.93","230.41"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2019","248.68","250.88","252.34","255.62","258.63","260.12","261.14","262.49","260.56","259.98","261.92","261.88","248.76","251.53","251.33","241.49"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2020","263.71","264.57","268.21","270.60","269.68","273.95","279.69","283.94","288.22","292.96","295.44","297.37","261.29","272.87","283.63","255.57"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2021","300.50","301.64","311.78","319.63","328.08","333.19","338.19","336.65","340.92","339.92","342.05","347.76","314.66","325.60","329.92","293.33"
"traditional","purchase-only","USA or Census Division","New England Division","DV_NE","2022","348.49","354.90","365.77","376.11","382.98","380.58","377.76","376.90","371.90","374.72","370.60",,"364.49","360.87",,"342.37"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1991","100.00","100.12","99.95","100.15","100.31","100.43","100.41","100.73","100.24","100.79","100.83","101.01","100.22","100.38","100.81","100.00"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1992","100.96","100.98","100.65","100.41","100.46","100.28","100.61","100.91","100.95","100.03","99.82","99.46","100.31","100.75","99.67","100.77"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1993","98.60","97.65","98.07","98.33","98.18","98.45","97.51","98.01","97.68","97.69","96.99","97.00","98.22","97.64","97.11","98.07"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1994","96.68","96.13","96.40","96.91","96.81","97.17","97.05","96.93","96.95","96.41","95.85","95.98","96.85","96.87","95.93","96.29"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1995","95.90","96.01","95.62","95.31","96.06","96.09","96.49","96.52","96.04","95.70","95.51","95.42","95.80","96.21","95.34","95.70"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1996","95.48","95.12","95.67","95.74","96.15","96.42","96.79","96.45","96.27","96.24","96.37","96.35","95.92","96.34","96.21","95.32"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1997","95.91","95.70","96.89","97.85","98.56","98.79","99.55","99.96","99.93","99.96","100.82","100.76","98.25","99.63","100.30","96.08"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1998","101.31","102.41","103.48","104.96","106.11","107.18","107.53","108.08","108.37","108.93","109.54","109.39","105.90","107.75","109.09","102.37"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","1999","110.71","111.03","112.70","113.64","114.86","115.86","116.27","117.05","117.50","118.25","118.73","119.28","114.56","116.65","118.51","111.43"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2000","121.83","120.82","123.14","124.23","126.00","127.14","127.96","129.06","130.12","131.18","132.37","133.36","125.55","128.70","131.95","121.74"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2001","134.16","135.81","137.72","138.94","140.51","141.42","142.16","143.08","144.14","144.48","144.69","146.14","139.99","142.65","144.73","135.79"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2002","147.10","148.49","150.89","152.67","155.74","158.02","160.16","161.81","162.84","164.59","165.13","166.51","155.13","161.08","164.94","148.53"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2003","167.93","170.21","172.02","174.66","177.23","178.71","181.38","184.12","186.37","188.81","191.05","193.48","176.47","183.28","190.51","169.73"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2004","195.43","198.25","202.68","206.24","212.42","217.80","221.99","224.66","227.76","229.29","233.12","236.56","211.28","224.15","232.11","198.55"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2005","236.95","242.39","247.24","252.18","258.29","262.38","267.00","270.36","274.57","273.98","274.31","276.85","257.10","270.13","274.37","242.17"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2006","275.87","280.04","279.91","281.36","283.46","283.69","282.52","281.51","280.13","276.27","276.17","274.11","282.35","280.76","275.02","278.22"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2007","274.16","273.50","277.45","277.24","274.82","272.65","270.60","263.56","260.74","254.27","247.75","241.78","274.37","264.46","247.45","274.93"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2008","236.44","232.18","224.50","221.16","216.92","214.77","210.75","205.80","201.78","198.12","192.54","190.18","216.88","205.56","193.55","229.80"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2009","186.73","188.10","185.76","184.94","185.38","187.63","187.96","188.81","187.63","188.48","189.52","185.73","185.30","187.29","187.05","186.38"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2010","183.37","185.73","185.85","187.12","189.27","185.91","186.24","183.73","182.57","179.71","178.90","176.17","186.65","183.19","177.42","184.30"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2011","172.30","172.26","171.43","171.47","171.62","171.83","172.99","171.18","171.60","170.33","169.74","168.12","170.67","170.88","168.48","171.02"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2012","167.46","168.47","171.64","174.00","177.41","179.96","179.73","183.44","182.54","185.27","186.37","187.52","176.33","180.88","185.23","168.41"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2013","189.43","191.26","196.81","201.26","205.98","209.40","213.06","213.17","214.46","214.54","214.08","213.68","204.45","212.23","212.85","191.89"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2014","214.02","216.80","219.94","222.63","224.82","227.06","228.86","229.35","228.15","228.95","229.20","229.77","223.48","227.32","227.96","215.95"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2015","230.36","232.38","235.94","239.30","242.04","243.55","245.88","245.43","245.44","246.58","248.53","248.45","240.08","243.92","246.21","231.93"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2016","247.38","251.80","255.64","258.92","260.81","262.28","264.22","264.00","265.78","265.53","267.16","267.48","258.90","262.65","264.89","250.35"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2017","267.84","270.64","275.68","279.51","283.04","284.66","285.55","287.61","288.92","287.39","289.92","289.55","280.32","285.19","286.73","269.86"
"traditional","purchase-only","USA or Census Division","Pacific Division","DV_PAC","2018","291.29","296.46","298.78","301.40","303.16","304.81","305.34","307.09","305.62","304.87","304.93","304.05","300.91","303.69","302.38","293.66"
