"hpi_type","hpi_flavor","level","place_name","place_id","yr","month_1","month_2","month_3","month_4","month_5","month_6","month_7","month_8","month_9","month_10","month_11","month_12","quarter_2","quarter_3","quarter_4","quarter_1"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2006",,,,,,,,,,,,,"188.53","193.63","195.58","179.50"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2007",,,,,,,,,,,,,"196.31","196.99","200.29","192.30"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2008",,,,,,,,,,,,,"198.52","199.35","199.97","200.83"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2009",,,,,,,,,,,,,"199.12","194.78","193.00","201.47"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2010",,,,,,,,,,,,,"185.43","191.34","192.20","189.16"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2011",,,,,,,,,,,,,"185.54","184.54","182.79","189.23"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2012",,,,,,,,,,,,,"185.06","182.12","185.19","183.51"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2013",,,,,,,,,,,,,"189.19","187.97","183.57","184.88"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2014",,,,,,,,,,,,,"188.67","186.88","190.90","185.49"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2015",,,,,,,,,,,,,"193.61","189.36","193.26","187.53"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2016",,,,,,,,,,,,,"194.88","195.14","198.87","194.63"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2017",,,,,,,,,,,,,"198.86","201.24","203.40","196.45"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2018",,,,,,,,,,,,,"207.82","209.27","207.90","203.27"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2019",,,,,,,,,,,,,"215.92","220.14","223.79","213.17"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2020",,,,,,,,,,,,,"225.75","230.07","234.30","223.82"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2021",,,,,,,,,,,,,"249.96","259.61","269.07","239.64"
"traditional","all-transactions","MSA","Blacksburg-Christiansburg, VA","13980","2022",,,,,,,,,,,,,"299.31","303.25",,"272.91"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1985",,,,,,,,,,,,,"64.28","65.39","67.37","66.16"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1986",,,,,,,,,,,,,"69.08","70.31","71.34","68.79"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1987",,,,,,,,,,,,,"73.10","74.05","74.06","72.49"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1988",,,,,,,,,,,,,"76.42","73.18","75.97","74.13"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1989",,,,,,,,,,,,,"75.82","76.77","77.95","76.55"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1990",,,,,,,,,,,,,"77.96","79.50","79.57","78.38"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1991",,,,,,,,,,,,,"81.09","81.56","82.11","80.43"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1992",,,,,,,,,,,,,"84.11","85.15","86.01","83.04"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1993",,,,,,,,,,,,,"87.67","89.42","90.95","86.63"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1994",,,,,,,,,,,,,"95.43","97.97","99.26","93.50"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1995",,,,,,,,,,,,,"101.40","103.08","102.86","100.00"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1996",,,,,,,,,,,,,"104.98","106.62","106.77","103.82"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1997",,,,,,,,,,,,,"107.93","108.67","110.13","106.30"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1998",,,,,,,,,,,,,"111.30","112.43","113.30","110.50"
"traditional","all-transactions","MSA","Bloomington, IL","14010","1999",,,,,,,,,,,,,"115.19","116.14","116.61","114.80"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2000",,,,,,,,,,,,,"119.39","120.02","120.89","117.56"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2001",,,,,,,,,,,,,"122.90","124.24","124.75","122.25"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2002",,,,,,,,,,,,,"126.43","127.48","128.69","125.36"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2003",,,,,,,,,,,,,"129.61","130.72","132.96","128.78"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2004",,,,,,,,,,,,,"134.83","136.31","138.56","133.65"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2005",,,,,,,,,,,,,"140.40","140.81","141.06","137.88"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2006",,,,,,,,,,,,,"144.21","144.31","146.37","141.58"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2007",,,,,,,,,,,,,"146.81","147.43","147.69","146.87"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2008",,,,,,,,,,,,,"147.09","146.40","147.23","147.48"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2009",,,,,,,,,,,,,"146.57","146.36","146.14","146.97"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2010",,,,,,,,,,,,,"146.14","146.37","146.33","144.83"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2011",,,,,,,,,,,,,"143.46","143.54","143.18","145.31"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2012",,,,,,,,,,,,,"142.10","143.42","143.07","143.17"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2013",,,,,,,,,,,,,"145.35","146.00","146.03","144.79"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2014",,,,,,,,,,,,,"144.69","145.48","145.78","144.91"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2015",,,,,,,,,,,,,"146.13","146.94","146.15","146.44"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2016",,,,,,,,,,,,,"147.68","147.22","147.28","146.63"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2017",,,,,,,,,,,,,"147.54","147.63","149.50","145.77"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2018",,,,,,,,,,,,,"148.37","147.42","146.14","146.07"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2019",,,,,,,,,,,,,"149.26","150.29","150.18","146.38"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2020",,,,,,,,,,,,,"151.10","153.01","154.69","151.02"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2021",,,,,,,,,,,,,"166.34","172.90","178.52","157.82"
"traditional","all-transactions","MSA","Bloomington, IL","14010","2022",,,,,,,,,,,,,"201.90","202.91",,"182.62"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1986",,,,,,,,,,,,,,"63.34","63.62",
"traditional","all-transactions","MSA","Bloomington, IN","14020","1987",,,,,,,,,,,,,"66.16","68.09","67.47","64.95"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1988",,,,,,,,,,,,,"72.00","70.35","72.70","70.92"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1989",,,,,,,,,,,,,"76.52","78.05","79.52","76.56"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1990",,,,,,,,,,,,,"79.12","78.99","79.67","78.72"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1991",,,,,,,,,,,,,"82.56","82.96","83.66","82.17"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1992",,,,,,,,,,,,,"86.02","87.74","88.03","85.40"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1993",,,,,,,,,,,,,"91.24","91.02","93.02","89.19"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1994",,,,,,,,,,,,,"96.40","98.50","99.16","96.38"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1995",,,,,,,,,,,,,"103.52","103.00","104.87","100.00"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1996",,,,,,,,,,,,,"105.58","106.33","105.79","104.91"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1997",,,,,,,,,,,,,"109.88","111.68","111.31","108.80"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1998",,,,,,,,,,,,,"113.45","113.88","115.04","113.75"
"traditional","all-transactions","MSA","Bloomington, IN","14020","1999",,,,,,,,,,,,,"115.03","116.61","115.41","115.07"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2000",,,,,,,,,,,,,"118.23","118.98","120.92","116.17"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2001",,,,,,,,,,,,,"123.19","123.63","124.94","122.53"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2002",,,,,,,,,,,,,"126.78","128.29","128.40","125.69"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2003",,,,,,,,,,,,,"131.54","133.22","136.75","130.28"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2004",,,,,,,,,,,,,"140.13","140.58","143.91","136.31"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2005",,,,,,,,,,,,,"148.07","149.93","148.22","146.71"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2006",,,,,,,,,,,,,"151.34","155.31","154.90","152.93"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2007",,,,,,,,,,,,,"157.96","155.72","160.06","158.12"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2008",,,,,,,,,,,,,"160.83","159.64","159.80","158.74"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2009",,,,,,,,,,,,,"160.77","158.75","160.35","162.85"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2010",,,,,,,,,,,,,"161.55","162.85","164.59","160.86"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2011",,,,,,,,,,,,,"158.48","162.04","162.91","160.37"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2012",,,,,,,,,,,,,"162.39","164.08","165.63","163.36"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2013",,,,,,,,,,,,,"164.30","164.51","167.12","165.04"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2014",,,,,,,,,,,,,"168.76","166.65","168.37","163.21"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2015",,,,,,,,,,,,,"175.47","174.62","176.58","171.81"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2016",,,,,,,,,,,,,"176.54","183.43","188.45","175.86"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2017",,,,,,,,,,,,,"187.54","195.80","191.29","188.15"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2018",,,,,,,,,,,,,"203.04","204.98","207.26","198.08"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2019",,,,,,,,,,,,,"213.82","217.27","221.98","208.63"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2020",,,,,,,,,,,,,"225.68","228.90","234.60","224.10"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2021",,,,,,,,,,,,,"257.73","263.92","268.80","239.53"
"traditional","all-transactions","MSA","Bloomington, IN","14020","2022",,,,,,,,,,,,,"302.82","308.85",,"281.58"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1993",,,,,,,,,,,,,,,"109.00",
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1994",,,,,,,,,,,,,"108.82","104.95","110.16","108.31"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1995",,,,,,,,,,,,,"106.89","120.17","120.12","100.00"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1996",,,,,,,,,,,,,"116.83","113.05","108.65","116.58"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1997",,,,,,,,,,,,,"116.77","112.98","121.81","113.41"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1998",,,,,,,,,,,,,"122.07","123.16","114.03","118.10"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","1999",,,,,,,,,,,,,"115.10","116.57","122.73","122.60"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2000",,,,,,,,,,,,,"123.98","121.98","123.27","121.43"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2001",,,,,,,,,,,,,"129.31","129.51","134.89","126.59"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2002",,,,,,,,,,,,,"133.14","134.62","136.36","132.28"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2003",,,,,,,,,,,,,"139.85","140.19","142.81","138.68"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2004",,,,,,,,,,,,,"147.47","153.62","155.96","141.81"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2005",,,,,,,,,,,,,"161.03","160.36","169.82","154.75"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2006",,,,,,,,,,,,,"174.06","171.30","175.30","172.28"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2007",,,,,,,,,,,,,"180.50","183.80","178.45","182.52"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2008",,,,,,,,,,,,,"186.63","182.46","185.97","184.55"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2009",,,,,,,,,,,,,"184.25","187.31","184.12","187.80"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2010",,,,,,,,,,,,,"186.44","189.73","188.54","187.11"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2011",,,,,,,,,,,,,"183.01","185.11","191.46","186.20"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2012",,,,,,,,,,,,,"187.15","189.80","194.20","190.05"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2013",,,,,,,,,,,,,"193.46","189.90","188.37","189.38"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2014",,,,,,,,,,,,,"198.44","189.49","192.91","194.72"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2015",,,,,,,,,,,,,"193.92","192.37","197.48","201.07"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2016",,,,,,,,,,,,,"194.61","201.58","204.29","193.96"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2017",,,,,,,,,,,,,"197.25","204.45","205.11","198.85"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2018",,,,,,,,,,,,,"214.90","199.48","204.51","205.48"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2019",,,,,,,,,,,,,"212.50","216.07","212.85","211.68"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2020",,,,,,,,,,,,,"218.15","224.34","228.46","224.66"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2021",,,,,,,,,,,,,"238.48","260.00","267.15","236.18"
"traditional","all-transactions","MSA","Bloomsburg-Berwick, PA","14100","2022",,,,,,,,,,,,,"290.06","279.36",,"249.60"
"traditional","all-transactions","MSA","Boise City, ID","14260","1979",,,,,,,,,,,,,,"56.16","59.74",
"traditional","all-transactions","MSA","Boise City, ID","14260","1980",,,,,,,,,,,,,"56.66","58.16","59.66","58.45"
"traditional","all-transactions","MSA","Boise City, ID","14260","1981",,,,,,,,,,,,,"64.56","61.36","71.64","66.18"
"traditional","all-transactions","MSA","Boise City, ID","14260","1982",,,,,,,,,,,,,"62.54","62.77","63.40","61.07"
"traditional","all-transactions","MSA","Boise City, ID","14260","1983",,,,,,,,,,,,,"62.37","60.98","68.13","63.30"
"traditional","all-transactions","MSA","Boise City, ID","14260","1984",,,,,,,,,,,,,"64.57","63.00","66.19","63.20"
"traditional","all-transactions","MSA","Boise City, ID","14260","1985",,,,,,,,,,,,,"64.82","67.02","65.25","64.44"
"traditional","all-transactions","MSA","Boise City, ID","14260","1986",,,,,,,,,,,,,"64.97","65.99","65.51","66.56"
"traditional","all-transactions","MSA","Boise City, ID","14260","1987",,,,,,,,,,,,,"65.64","64.43","63.07","66.07"
"traditional","all-transactions","MSA","Boise City, ID","14260","1988",,,,,,,,,,,,,"64.89","64.62","64.43","65.82"
"traditional","all-transactions","MSA","Boise City, ID","14260","1989",,,,,,,,,,,,,"67.73","68.98","69.76","65.59"
"traditional","all-transactions","MSA","Boise City, ID","14260","1990",,,,,,,,,,,,,"72.89","74.61","73.70","69.92"
"traditional","all-transactions","MSA","Boise City, ID","14260","1991",,,,,,,,,,,,,"75.87","76.85","78.49","75.97"
"traditional","all-transactions","MSA","Boise City, ID","14260","1992",,,,,,,,,,,,,"80.62","82.24","84.50","79.70"
"traditional","all-transactions","MSA","Boise City, ID","14260","1993",,,,,,,,,,,,,"88.24","91.15","93.24","85.12"
"traditional","all-transactions","MSA","Boise City, ID","14260","1994",,,,,,,,,,,,,"97.90","99.31","99.72","93.91"
"traditional","all-transactions","MSA","Boise City, ID","14260","1995",,,,,,,,,,,,,"101.98","104.37","105.15","100.00"
"traditional","all-transactions","MSA","Boise City, ID","14260","1996",,,,,,,,,,,,,"105.23","105.25","106.33","106.47"
"traditional","all-transactions","MSA","Boise City, ID","14260","1997",,,,,,,,,,,,,"107.80","109.72","109.83","107.08"
"traditional","all-transactions","MSA","Boise City, ID","14260","1998",,,,,,,,,,,,,"111.66","112.25","113.00","111.35"
"traditional","all-transactions","MSA","Boise City, ID","14260","1999",,,,,,,,,,,,,"115.17","115.15","114.79","115.15"
"traditional","all-transactions","MSA","Boise City, ID","14260","2000",,,,,,,,,,,,,"117.07","118.82","119.59","116.82"
"traditional","all-transactions","MSA","Boise City, ID","14260","2001",,,,,,,,,,,,,"124.61","126.12","127.31","122.81"
"traditional","all-transactions","MSA","Boise City, ID","14260","2002",,,,,,,,,,,,,"129.00","130.99","131.62","127.75"
"traditional","all-transactions","MSA","Boise City, ID","14260","2003",,,,,,,,,,,,,"133.69","134.77","137.06","133.31"
"traditional","all-transactions","MSA","Boise City, ID","14260","2004",,,,,,,,,,,,,"139.84","144.32","146.84","138.22"
"traditional","all-transactions","MSA","Boise City, ID","14260","2005",,,,,,,,,,,,,"156.51","167.03","179.97","148.59"
"traditional","all-transactions","MSA","Boise City, ID","14260","2006",,,,,,,,,,,,,"201.43","208.49","212.24","189.63"
"traditional","all-transactions","MSA","Boise City, ID","14260","2007",,,,,,,,,,,,,"214.52","212.41","210.97","214.31"
"traditional","all-transactions","MSA","Boise City, ID","14260","2008",,,,,,,,,,,,,"201.08","192.87","189.94","209.80"
"traditional","all-transactions","MSA","Boise City, ID","14260","2009",,,,,,,,,,,,,"176.47","166.81","161.59","188.15"
"traditional","all-transactions","MSA","Boise City, ID","14260","2010",,,,,,,,,,,,,"149.64","148.84","145.38","156.87"
"traditional","all-transactions","MSA","Boise City, ID","14260","2011",,,,,,,,,,,,,"126.96","128.56","132.84","132.60"
"traditional","all-transactions","MSA","Boise City, ID","14260","2012",,,,,,,,,,,,,"135.52","139.46","143.86","134.24"
"traditional","all-transactions","MSA","Boise City, ID","14260","2013",,,,,,,,,,,,,"152.83","160.41","161.46","148.38"
"traditional","all-transactions","MSA","Boise City, ID","14260","2014",,,,,,,,,,,,,"170.82","173.85","174.62","165.70"
"traditional","all-transactions","MSA","Boise City, ID","14260","2015",,,,,,,,,,,,,"181.16","186.83","191.11","177.50"
"traditional","all-transactions","MSA","Boise City, ID","14260","2016",,,,,,,,,,,,,"198.29","205.57","207.83","193.86"
"traditional","all-transactions","MSA","Boise City, ID","14260","2017",,,,,,,,,,,,,"222.54","229.63","232.64","212.43"
"traditional","all-transactions","MSA","Boise City, ID","14260","2018",,,,,,,,,,,,,"255.74","264.67","269.95","242.22"
"traditional","all-transactions","MSA","Boise City, ID","14260","2019",,,,,,,,,,,,,"286.95","294.68","300.90","277.23"
"traditional","all-transactions","MSA","Boise City, ID","14260","2020",,,,,,,,,,,,,"316.38","328.73","344.25","307.86"
"traditional","all-transactions","MSA","Boise City, ID","14260","2021",,,,,,,,,,,,,"409.01","442.46","452.39","365.88"
"traditional","all-transactions","MSA","Boise City, ID","14260","2022",,,,,,,,,,,,,"499.00","490.02",,"463.92"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1977",,,,,,,,,,,,,,"26.38","24.67",
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1978",,,,,,,,,,,,,"26.70","30.12","29.79","25.08"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1979",,,,,,,,,,,,,"31.92","32.71","33.36","32.23"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1980",,,,,,,,,,,,,"36.11","37.72","38.28","34.54"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1981",,,,,,,,,,,,,"41.45","42.94","42.96","39.85"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1982",,,,,,,,,,,,,"43.38","44.10","44.42","43.28"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1983",,,,,,,,,,,,,"47.91","50.36","52.82","45.60"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1984",,,,,,,,,,,,,"57.62","61.48","63.54","53.78"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1985",,,,,,,,,,,,,"72.40","77.49","82.62","67.18"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1986",,,,,,,,,,,,,"90.13","94.51","99.51","86.15"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1987",,,,,,,,,,,,,"105.13","108.65","109.47","102.92"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1988",,,,,,,,,,,,,"112.43","111.68","112.85","109.85"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1989",,,,,,,,,,,,,"111.20","112.52","112.75","111.43"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1990",,,,,,,,,,,,,"108.14","107.07","103.46","111.33"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1991",,,,,,,,,,,,,"101.14","100.42","100.92","102.35"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1992",,,,,,,,,,,,,"99.35","100.05","100.16","100.53"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1993",,,,,,,,,,,,,"100.43","100.61","101.15","99.66"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1994",,,,,,,,,,,,,"100.36","100.39","99.55","101.50"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1995",,,,,,,,,,,,,"102.36","104.27","104.78","100.00"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1996",,,,,,,,,,,,,"106.56","107.23","108.75","106.47"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1997",,,,,,,,,,,,,"111.51","113.30","115.21","109.67"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1998",,,,,,,,,,,,,"119.61","122.97","125.18","116.84"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","1999",,,,,,,,,,,,,"132.47","138.75","142.38","128.12"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2000",,,,,,,,,,,,,"153.73","159.87","163.78","148.65"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2001",,,,,,,,,,,,,"173.63","179.26","183.36","168.36"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2002",,,,,,,,,,,,,"196.81","203.13","208.16","189.49"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2003",,,,,,,,,,,,,"216.79","220.76","231.20","212.89"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2004",,,,,,,,,,,,,"240.30","252.04","256.36","234.95"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2005",,,,,,,,,,,,,"267.15","270.06","272.48","261.29"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2006",,,,,,,,,,,,,"267.85","266.34","266.58","272.56"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2007",,,,,,,,,,,,,"259.39","254.19","254.31","263.57"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2008",,,,,,,,,,,,,"245.32","239.84","240.23","253.81"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2009",,,,,,,,,,,,,"234.02","229.41","230.05","239.89"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2010",,,,,,,,,,,,,"228.48","230.19","230.05","228.18"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2011",,,,,,,,,,,,,"224.03","225.91","225.82","226.45"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2012",,,,,,,,,,,,,"224.24","225.99","226.94","224.87"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2013",,,,,,,,,,,,,"230.05","233.00","234.72","228.00"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2014",,,,,,,,,,,,,"242.43","245.45","247.91","236.90"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2015",,,,,,,,,,,,,"252.93","257.60","259.82","249.29"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2016",,,,,,,,,,,,,"267.31","272.13","274.98","263.11"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2017",,,,,,,,,,,,,"284.34","287.70","290.75","275.78"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2018",,,,,,,,,,,,,"298.79","302.58","303.54","293.82"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2019",,,,,,,,,,,,,"311.45","314.75","317.68","307.19"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2020",,,,,,,,,,,,,"323.48","329.25","335.72","320.83"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2021",,,,,,,,,,,,,"360.12","378.20","386.14","343.12"
"traditional","all-transactions","MSA","Boston, MA (MSAD)","14454","2022",,,,,,,,,,,,,"422.45","426.44",,"396.68"
"traditional","all-transactions","MSA","Boulder, CO","14500","1978",,,,,,,,,,,,,"36.66","38.34","39.99","35.44"
"traditional","all-transactions","MSA","Boulder, CO","14500","1979",,,,,,,,,,,,,"42.54","44.31","43.76","41.98"
"traditional","all-transactions","MSA","Boulder, CO","14500","1980",,,,,,,,,,,,,"43.98","46.78","47.40","46.47"
"traditional","all-transactions","MSA","Boulder, CO","14500","1981",,,,,,,,,,,,,"45.24","51.95","52.09","46.64"
"traditional","all-transactions","MSA","Boulder, CO","14500","1982",,,,,,,,,,,,,"58.88","53.21","56.06","56.75"
"traditional","all-transactions","MSA","Boulder, CO","14500","1983",,,,,,,,,,,,,"55.11","55.38","52.99","56.00"
"traditional","all-transactions","MSA","Boulder, CO","14500","1984",,,,,,,,,,,,,"57.29","57.56","56.99","56.66"
"traditional","all-transactions","MSA","Boulder, CO","14500","1985",,,,,,,,,,,,,"58.40","58.37","57.47","58.98"
"traditional","all-transactions","MSA","Boulder, CO","14500","1986",,,,,,,,,,,,,"60.78","60.98","59.97","60.38"
"traditional","all-transactions","MSA","Boulder, CO","14500","1987",,,,,,,,,,,,,"61.79","60.23","60.64","61.61"
"traditional","all-transactions","MSA","Boulder, CO","14500","1988",,,,,,,,,,,,,"60.62","60.85","62.23","60.91"
"traditional","all-transactions","MSA","Boulder, CO","14500","1989",,,,,,,,,,,,,"62.30","63.48","63.55","61.52"
